final_text,label
smpn cimanggung adaa pungutan assalamu alaikum wr wbtolong di tindaklanjuti untuk smpn cimanggung ada pungutan dana pengambilan ijazah untuk map poto dan kartu pelajar dengan jumlah uang yang di minta rb apakah itu di benarkan oleh undang undang ya,MEDIUM
aliran di jembatan cincin assalamualaikum wr wb yth kang emil selaku gubernur jawa barat permasalahan aliran lampu yang tak kunjung selesai mohon untuk diperbaiki agar tidak terjadi korban lagi yang bisa jatuh dari kertinggian lokasi jembatan cincin cikuda bekas kereta api jaman belanda wassalamualaikum wr wb,HIGH
jalan hancur sepanjang jalan dari masuk tugu komplek garuda di desa ganjaresik wado kab sumedang rusak yang terfoto sebagian kecil ada yang lubangnya dalam dan lebar disana sampai bikin motor dan mobil selip aspal sudah terkikis jadi sisa batu batu kali besar kalau musim hujan gini bikin mobil selip lokasi kejadian kabupaten sumedang wado ganjaresik jalan masuk dari gerbang komplek garuda kewenangan dinas bina marga dan penataan ruang kabupaten sumedang,MEDIUM
informasi tentang rtrw kabupaten sumedang selamat pagi bappeda sumedang apakah saya bisa mengakses info tentang peraturan tata ruang rtrw kab sumedang sebab saya cari di google tidak ketemu atau ada prosedur tertentu dulu sebelumnya untuk akses tersebut mohon bantuannya,LOW
kebakaran telah terjadi kebakaran di dusun cisoka desa sukamaju kejadian sekitar pukul wib tanggal maret akibat arus pendek listrik tidak ada korban jiwa kerugian satu buah motor dan material bahan bagunan atas nama yusup dua rumah atas nama dewi kerugian sekitar juta,HIGH
syarat mendapatkan kartu anggota perpustakaan syaratnya apa saja untuk mendapat kartu anggota perpustakaan,LOW
pemungutan uang jt untuk kas minvet mohon maaf izin bertanya apakah minvet dibawah naungan kemenhan saya ingin meminta informasi mengenai pemungutan uang untuk kas minvet nenek saya baru saja mencairkan gaji pensiunan janda veteran dibantu oleh ranting minvet setelah uang nya cair ranting meminta uang sejumlah jt untuk kas minvet kab sumedang apakah betul sebesar itu bisa boleh saya tau uang nya dipakai untuk kegiatan atau keperluan apa karena nominal nya sangat besar mohon informasi nya terimakasih,MEDIUM
permintaan informasi terkait kontak pengelola bendungan jatigede assalamualaikum selamat siang bapak ibuperkenalkan saya neng reva setiani mahasiswa dari universitas muhammadiyah bandung izin bapak ibu saya sedang mencari informasi terkait pengelolaan bendungan jatigede untuk bisa mendapatkan informasi tersebut saya harus ke bagian mana ya sebelumnya,LOW
segera perbaiki jalan berlubang nama jalan yang berlubang ini adalah jalan cijambu yang menghubungkan desa yaitu desa margaluyu desa pasigaran desa kadakajaya dan desa cijambu kecamatan tanjungsari kabupaten sumedang jawa barat menurut pihak desa jalan ini yang memegang perbaikan adalah kabupaten kira kira tahun yang lalu jalan ini di perbaiki tapi tidak semua menggunakan beton jadi ada yang hotmix ada juga yang beton yang harus segera diperbaiki adalah jalan yang hotmix karena sebagian besar jalan yang berlubang adalah yang hotmix mohon segera diperbaiki lokasi kabupaten sumedang tanjungsaripasigaran jalan cijambu rt rw desa pasigaran kecamatan tanjungsari kabupaten sumedang jawa barataduan ini menjadi kewenangan pemda kabupaten sumedang,MEDIUM
bansos yang terhenti setelah suami meninggal nenek saya merupakan salah satu penerima bansos pkh sejak ada bantuan pkh bantuan tersebut turun a n nenek saya sendiri yaitu ibu karmini selain itu ada juga bantuan beras dan bpjs kesehatan yang dari pemerintah november kakek saya meninggal maka sekarang nenek saya tinggal sama anaknya yang bungsu setelah kakek saya meninggal nenek saya tidak pernah mendapat bantuan pkh lagi dan bantuan beras juga sudah tidak dapat lagi dan yang lebih kaget saat nenek saya sakit terus berobat ke puskesmas bpjs nya sudah tidak aktif dan tidak bisa digunakan nenek saya bertanya kepada petugas d puskesmas tersebut katanya bpjs kesehatan nenek saya sudah di non aktifkan terus sempat bertanya ke petugas desa tempat nenek saya tinggal terkait segala bentuk bantuan sosial yang di berikan oleh pemerintah kenapa bisa d stop akan tetapi tidak didapat jawaban yang memuaskan malah katanya sekarang karena nenek saya tinggal dengan paman saya yang punya penghasilan jadi sudah tidak berhak menerima bantuan loh kan lucu ya masa seorang lansia yang hidup sebatang kara diputus bantuan nya hanya karena tinggal dengan anaknya padahal jelas semua bantuan a n nenek saya yang masih hidup bukan a n kakek saya yang sudah meninggal saya mohon pihak terkait dari dinsos jabar dinsos kab sumedang bisa menindak lanjutinya semoga hak yang selama ini nenek saya dapatkan bisa kembali dan semoga pihak dinas sosial kab sumedang bisa mengkaji ulang data penerima bansos di desa cileles kec jatinangor kab sumedang supaya lebih tepat sasaran mohon bantuan dari pihak dinsos jabar dan dinsos kab sumedang lokasi kejadian kabupaten sumedang jatinangor cileles dusun mekarjaya rukun tetangga rukun warga desa cileles kec jatinangor kab sumedang kewenangan kabupaten sumedang,MEDIUM
permohonan peminjaman perahu sehubungan dengan rencana pelaksanaan pekerjaan survei batimetri pada area sungai di jembatan cimanuk kecamatan tomo kabupaten sumedang yang akan dilaksanakan pada oktober bersama ini kami dari cv safari alam teknik bermaksud mengajukan permohonan peminjaman perahu karet dari bpbd kabupaten sumedang peralatan tersebut akan kami gunakan untuk mendukung kegiatan survei lapangan khususnya dalam pengambilan data di area sungai yang tidak dapat dijangkau tanpa bantuan perahu kami menjamin bahwa peralatan yang dipinjam akan digunakan dengan sebaikbaiknya dirawat selama pemakaian serta dikembalikan dalam keadaan baik dan tepat waktusetelah kegiatan selesai demikian permohonan ini kami sampaikan atas perhatian dan kerja sama yang baik kami ucapkan,LOW
progress realisasi kawasan industri ijin kalau boleh tau peta kawasan industri yang akan segera terealisasikan wilayah mana aja ya,LOW
bank sampah daerah cilembu tanjung sari bismillah assalamu laikum warahmatullah wabarakatuh perkenalkan saya fna warga desa cilembu kec pamulihan kabupaten sumedang isu lingkungan sekarang sedang hangat hangatnya penggunungan sampah terjadi di beberapa tpa selepas lebaran pemanasan global juga sudah mulai terasa dampaknya diantaranya adanya heat wave di beberapa negara di dunia bahkan ada beberapa kasus kematian akibat heat stoke semoga hal tersebut tidak terjadi pula di indonesia sampah yang menumpuk juga bisa menimbulkan berbagai masalah lain diantaranya adalah banjir dan juga pencemaran lingkungan baik pencemaran air karena banyak yang membuang sampah ke sungai pencemaran udara karena pembakaran sampah juga pencemaran tanah karena mengubur sampah yang di dalamnya terdapat zat zat berbahaya dan banyak pula sampah yang sulit terurai sudah saatnya kita untuk meningkatkan kepedulian dengan naik level dalam mengelola sampah warga bukan hanya dihimbau untuk membuang sampah di tempatnya karena hal itu hanya memindahkan masalah ke tempat lain kesadaran masyarakat untuk memilah sampah masih sangat minim ditambah pula sedikitnya bank sampah dan kurangnya sosialisai membuat mereka masih sulit untuk melaksanakannya info di media sosial tentang mengelola sampah sudah sangat banyak namun tidak semua warga mengakses informasi tersebut sehingga yang terdorong untuk memilah sampah baru sedikit saya sebagai seorang warga yang merasa peduli terhadap kondisi lingkungan ingin memberikan saran untuk memperbanyak penyuluhan mengenai pemilahan sampah dan ini dikoordinasikan hingga tingkatan pemerintah daerah terendah yaitu rukun tetangga rukun warga lalu diperbanyak lagi dibuat bank sampah di kabupaten sumedang terutama daerah dekat rumah saya yaitu desa cilembu juga di setiap rukun warga rukun tetangga nya alangkah lebih baik jika pemerintah daerah setempatnya memberikan himbauan dan juga reward bagi para pemilah sampah agar warga lebih termotivasi untuk melakukannya semoga langkah kecil ini bisa memberikan perubahan yang mendunia sebelumnya saya ucapkan kepada bapak bupati sumedang dony ahmad munir atas segala upayanya dalam membangun sumedang juga seluruh pemerintah daerah yang telah melaksanakan tugasnya dengan amanah barakallahu lakum,LOW
bantu kami yang hak tanahnya tersandera kebijakan ipp sumedang salam buat bapak gubernur jawa barat ini sudah yang kesekian kali saya meminta bantuan ke gubernur provinsi jawa barat memang masalah ada di wilayah sumedang tapi maaf bapak gubernur tolong jangan berikan jawaban bahwa hal ini bukan kewenangan provinsi ini bukan lagi soal yang katanya uu aturan nya begitu tapi ini adalah masalah ketidak adilan kebijakan ipp sumedang yang banyak membuat masyarakat banyak dirugikan baik materiil dan imateriil dan sumedang ada diwilayah jawa barat sudah sekitar th tanah masyarakat di karapyak sekarang adalah ipp induk pusat pemerintahan sumedang tidak dapat digunakan sebagaimana mestinya karena tanah tidak bisa dijual tidak bisa dibangun rumah tidak bisa dipakai usaha kecuali hanya untuk bercocok tanam saja padahal tidak sedikit mereka pemilik tanah ingin mendapatkan hak manfaat atas tanahnya bisa untuk usaha untuk tempat tinggal untuk meningkatkan taraf ekonomi atau keperluan sehari hari jika dijual bisa untuk keperluan berobat pendidikan dan ibadah umroh haji ada pemilik tanah yang dulu sangat berharap untuk bisa menikmati hasil dari kepemilikan tanahnya tsb sekarang banyak yang sudah tidak ada dengan harapan yang belum tercapai kemudian ahli warisnya pun generasi ke saat ini sudah banyak yang di usia pensiun dan menjelang sepuh sebenarnya sudah ada rekomendasi dari komnas ham pada th saat itu ada janji akan diselesaikan pada th kemudian dengan ombudsman ri ada janji akan diselesaikan dengan th anggaran th dan th tapi sampai th ini masih menyisakan janjinya ayo dong bapak gubernur janganlah wilayah jawa barat jadi tercoreng dengan adanya kebijakan dari salah satu pemerintah kabupaten sumedang yang karena kebijakannya jadi merugikan banyak orang kalaupun memang katanya uu nya begitu hingga provinsi tidak bisa ada kewenagan atas kebijakan ipp sumedang tapi saya percaya kalau keadilan harus tetap ditegak kan ayo bapak gubernur sudahilah kebijakan pemerintah daerah kabupaten provinsi dan pusat yang bisa merugikan masyarakatnya minimal bapak gubernur bantu mendorong agar pemkab sumedang bisa segera menyelesaikan pembebasan tanah di karapyak tersebut saya adalah generasi ke yang melanjutkan upaya penyelesaian masalah tanah di karapyak semenjak th dimana sekarang sudah th an harus mundar mandir bogor jakarta bandung dan sumedang mohon saat ini tidak lagi memberikan solusi yang tidak ada kepastian nya jika masih seperti itu maaf saya akan terus maju sampai bisa ketemu bapak jokowi langsung dengan cara apapun dan akan terus meminta dukungan kepada masyarakat banyak dengan melalui media sosial atas pembiaran ketidak adilan di sumedang jawa barat indonesia dan sangat pasti akan meminta kepada allah s w t yang maha adil agar para pemimpin di negeri ini bisa berlaku adil dan tidak menyusahkan masyarakatnya mohon maaf jika dalam penulisan tidak berkenan sawalludin,MEDIUM
jalan rusak dan berlubang jalan rusak sudah sekitar tahun belum kunjung diperbaiki apakah dana untuk memperbaiki jalan belum cair ataukah bagaimana lokasi kejadian kabupaten sumedang cimanggung cimanggung dusun sawah peundeuy no cimanggung kec cimanggung kabupaten sumedang jawa barat aduan ini menjadi kewenangan pemda kab sumedang,MEDIUM
biaya yearbook map ijazah dan medali anak kami diminta uang untuk yearbook rb map ijazah dan medali rb sebelum bapak dedi menjadi gubernur yearbook di perbincangkan secara terbuka oleh sekolah dan komite kepada wali murid setelah bapak dedi jadi gubernur mengenai yearbook di sampaikan secara group private via wa murid lokasi kejadian kab sumedang sumedang selatan kotakulon detail lokasi kejadian smpn sumedang aduan ini menjadi kewenangan pemerintah kabupaten sumedang,LOW
pemaksaan pembayaran denda gaib di rsud wirahadikusumah sumedang dipaksa menandatangani perjanjian untuk pembayaran denda penggunaan kamar bpjs keluarga pasien tidak mengetahui serta tidak pernah menandatangani atau menyetujui pasien di pindahkan ke pelayanan bpjs kelas satu namun di akhir keluarga pasien di paksa untuk membayar kekurangan biaya tersebut seharusnya dari awal pihak rumah sakit sudah mengetahui bahwa pasien tidak menggunakan pelayanan bpjs kelas satu kita pasien serta keluarga pasien tidak mengetahui apapun terkait ruangan kelas atau kelas,HIGH
dugaan pungutan liar lokasi jalan tamim pertokoan kain pada saat masuk jalan tamim ada pos yang dijaga berbaju dishub memberikan karcis parkir dengan dalih masuk kawasan dan saat berhenti di cv pelita sejati sekitar meter dari pos terdapat tukang parkir berbaju dishub memberikan karcis parkir lagi dengan dalih yang depan pos adalah karcis parkir untuk masuk kawasan sedangkan karcis parkir dia adalah untuk parkir ditempat tersebut sejak kapan karcis parkir dishub digunakan sebagai karcis masuk kawasan tamim dan sejak kapan masuk tamim ada tiket masuk dan konyolnya menggunakan karcis parkir dishub,MEDIUM
pedagang kaki lima di sekeliling taman pandawa sangat mengganggu lalu lintas kendaraan di area sekeliling taman pandawa sangat penuh dan semrawut dengan adanya pedagang kaki lima yang menggunakan gerobak pedagang mulai berjualan dari jam pagi dan sangat mengganggu aktivitas kami sebagai warga yang bertempat tinggal di sekitar taman pandawa ditambah juga banyak orang yang parkir kendaraan mobil dan motor di depan gerobak sampai di depan pagar rumah kami sehingga hampir setengah badan jalan tertutup kami sebagai warga di sekitar lapang sulit sekali untuk keluar masuk kendaraan ke rumah kami sendiri selain itu lalu lintas kendaraan terutama mobil yang akan melintas jadi sangat sulit karena setengah badan jalan tertutup di area trotoar di depan rumah kami juga dipakai untuk berjualan dan trotoar dipakai untuk parkir motor selain itu kami merasa privasi kami sangat terganggu karena jika kami sedang ada aktivitas di area pekarangan rumah seperti keluar masuk mobil para pedagang bisa dengan leluasa melihat ke area dalam rumah kami mohon tindakannya supaya pedagang kaki lima dilarang berjualan di area lapang pendawa dan sekitarnya terimakasih,MEDIUM
kirmir bolong di jalan sindanglaya jalan arcamanik sindanglaya a kirmir bolong di jalan sindanglaya kata bapak rukun tetangga ada lubang ngagorowong di kirmir nya depan toko nurjaya yang difoto diberi coretan warna ungu sindanglaya a yang diberi coretan warna biru di kirmir nyaterdapat kirmir yang sudah di pelur namun dirusak lagi di kota bandung tepatnya jalan arcamanik sindanglaya pasempar a rukun tetangga rukun warga kelurahan pasir impun kecamatan mandalajati google maps hipnoterapi bandung arcamanik aketika rusak ada bolong sehingga air kurang mengalir terkadang sering ada nyamuk tikus yang lingkaran kuning sudah di tutup tinggal yang garis biru lubang sedikit lagi belum ditutup kirmir belum di pelur semen lagi maaf mau bertanya kenapa ya laporan nya selesai otomatis hari terkadang selesai otomatis hari padahal belum ada perbaikan jika nanti sudah selesai perbaikan akan saya pasang cctv agar terlihat tukang beling yang mempacul di kirmir,HIGH
permohonan penebangan pohon bapak kepala dinas perumahan dan kawan permukiman kota bandung laporan dan keluhan dari warga rukun tetangga rukun warga kelurahan cigadung mengenai pohon yang tumbuh di tembok rumah dan telah mengakar kedalam tembok sehingga menyebabkan keretakan dan kebocoran bersama ini kami teruskan permohonan warga tersebut untuk dapat ditindaklanjuti sebagaimana mestinya adapun lokasi pohon yang dimaksud berada di jalan cigadung raya tengah no titik koordinat hitps shorttel al ovgb mengingat kondisi pohon yang berpotensi menimbulkan kerusakan lebih parah apabila patah atau roboh demikian kami sampaikan kami mohon kiranya bapak kepala dinas perumahan dan kawasan permukiman kota bandung dapat menindaklanjuti permohonan yang dimaksud atas perhatian dan kerja samanya kami ucapkan,MEDIUM
laporan jalan berlubang pothole dan permohonan penanganan adanya jalan berlubang pothole yang berpotensi membahayakan keselamatan pengguna jalan lokasi jalan sersan bajuri no kel isola kec sukasari kota bandung jawa barat link kondisi jalan berlubang tersebut berisiko menimbulkan kecelakaan lalu lintas khususnya bagi pengendara sepeda motor serta dapat menyebabkan kerusakan kendaraan dan mengganggu kelancaran arus lalu lintas sebagai dasar pemeliharaan dan perbaikan jalan merupakan tanggung jawab penyelenggara jalan sebagaimana diatur dalam peraturan perundang undangan terkait jalan dan keselamatan lalu lintas sehubungan dengan hal tersebut kami memohon agar laporan ini dapat ditindaklanjuti melalui koordinasi dan eskalasi kepada dinas instansi berwenang untuk dilakukan pengecekan lapangan serta perbaikan secepatnya demikian laporan ini kami sampaikan atas perhatian dan tindak lanjutnya kami ucapkan kami pelapor,HIGH
pengaduan kinerja ketua rukun warga di tingkat kelurahan kami yang bertanda tangan di bawah ini mewakili para ketua rukun tetangga serta warga masyarakat rukun warga kelurahan sukawarna kecamatan sukajadi dengan ini menyampaikan pengaduan masyarakat terkait tidak optimalnya tindak lanjut pihak kelurahan sukawarna terhadap permasalahan kinerja ketua rukun warga yang telah disampaikan secara resmi oleh warga adapun pengaduan ini kami sampaikan berdasarkan kronologis sebagai berikut berdasarkan laporan dan aspirasi warga dari seluruh rukun tetangga rukun tetangga s d rukun tetangga di wilayah rukun warga kelurahan sukawarna koordinator rukun tetangga telah melaksanakan rapat khusus yang dihadiri oleh para ketua rukun tetangga rapat tersebut membahas tidak optimalnya kinerja ketua rukun warga dalam menjalankan tugas dan fungsi sebagaimana mestinya dari hasil rapat tersebut disepakati bersama untuk membuat surat mosi tidak percaya terhadap ketua rukun warga sebagai bentuk aspirasi resmi warga setelah terbitnya surat mosi tidak percaya kemudian diselenggarakan rapat yang dihadiri oleh ketua rukun warga ketua rukun tetangga tokoh masyarakat serta perwakilan warga dalam rapat tersebut ketua rukun warga menyatakan tidak bersedia mengundurkan diri sehingga warga dan para ketua rukun tetangga memutuskan untuk meneruskan surat mosi tidak percaya tersebut kepada pihak kelurahan sukawarna guna ditindaklanjuti sesuai dengan kewenangan dan mekanisme yang berlaku setelah surat diterima oleh pihak kelurahan jawaban yang diberikan memerlukan waktu kurang lebih lebih dari satu minggu menurut pandangan dan penilaian kami jawaban serta solusi yang disampaikan oleh pihak kelurahan tidak memuaskan dan tidak menyentuh substansi permasalahan pihak kelurahan hanya menyarankan untuk kembali mengadakan rapat atau rembug warga rukun warga yang melibatkan ketua rukun warga ketua rukun tetangga tokoh agama tokoh masyarakat dan perwakilan warga padahal rapat tersebut pada prinsipnya telah dilakukan dan dalam forum tersebut telah jelas dan tegas disampaikan kehendak mayoritas warga rukun warga untuk mengganti ketua rukun warga oleh karena itu koordinator rukun tetangga serta warga berharap bapak lurah secara aktif memanggil ketua rukun warga beserta jajaran terkait untuk mengklarifikasi penyebab timbulnya surat mosi tidak percaya dari warga rukun warga bukan sekadar mengembalikan persoalan kepada warga melalui rapat ulang karena lamanya respons dan tidak adanya tindak lanjut yang nyata dari pihak kelurahan maka surat mosi tidak percaya tersebut kami lanjutkan kepada pihak kecamatan sukajadi yang kemudian memberikan respons dengan sangat baik setelah adanya tindak lanjut dari pihak kecamatan barulah pihak kelurahan mengeluarkan surat undangan rapat yang ditujukan kepada ketua rukun warga para ketua rukun tetangga tokoh masyarakat tokoh agama serta perwakilan warga melalui pengaduan ini kami memohon perhatian dan tindak lanjut yang tegas serta terukur dari dinas terkait dengan harapan agar dilakukan evaluasi secara menyeluruh objektif dan akuntabel terhadap penanganan pengaduan warga rukun warga terhadap pihak kelurahan sukawarna mengingat pelayanan dan respons yang diberikan dinilai tidak memuaskan serta belum mencerminkan prinsip pelayanan publik yang responsif dan profesional sehingga perlu dilakukan perbaikan secara nyata aspirasi dan kehendak mayoritas warga rukun warga dipertimbangkan dan ditindaklanjuti secara serius sebagai bagian dari pelaksanaan prinsip akuntabilitas pemerintahan pelayanan publik yang baik serta demokrasi di tingkat lingkungan tindak lanjut atas pengaduan ini dapat disampaikan kepada warga dalam jangka waktu yang wajar dan jelas agar tidak menimbulkan ketidakpastian serta menjaga kepercayaan masyarakat terhadap penyelenggaraan pemerintahan di tingkat kelurahan dan kecamatan demikian pengaduan ini kami sampaikan dengan sebenar benarnya besar harapan kami agar pengaduan ini memperoleh perhatian serius serta tindak lanjut yang konkret dan terukur sebagaimana mestinya atas perhatian bapak kami ucapkan kami perwakilan koordinator rukun tetangga dan warga rukun warga kelurahan sukawarna kecamatan sukajadi,LOW
baiknya dibuatkan jembatan penyebrangan di pasteur depan sekolah trimulia jalan pasteur sebaiknya dibuatkan jembatan penyebrangan untuk sekolah trimulia di pasteur agar anak sekolah tidak perlu memutar kendaraan saat drop anak sekolah anak sekolah adalah asset masa depan pemerintah lindungi sebaik mungkin,MEDIUM
penjualan lks oleh sekolah terjadi penjualan lks di sekolah dasar pelita yang beralamat di jalan citamiang no bandung khusunya pada anak saya dibangku sekolah dasar kls mohon ditindak lanjuti bapak bukti ss dari grup wali kelas dan orang tua siswa selain ituada pungutan rb per hari siswa dengan dalih untuk dana kenaikan kelas atau perpisahan kelas tolong bapak sekolah ini bnyk oknum gurunya terimakasih semoga segera ditindaklanjuti,MEDIUM
penjual rongsokan yang barangnya sampai ke jalan raya kepada pihak terkait saya ingin mengadukan bahwa di tepi jalan raya jalan jamika farma no kota bandung terdapat penjual rongsokan yang barang barangnya sampai ke jalan raya sehingga mengganggu kelancaran kendaraan dan pejalan kaki karena sering kali ada yang tiba tiba berkerumun dan berhenti mendadak selain itu menyebabkan jalanan kotor dan mengganggu pemandangan sekian informasi dari saya mohon segera di tindaklanjuti kepada pihak terkait atau satpolpp kota bandung,HIGH
jual beli lks oleh sd swasta halo saya orangtua dari anak saya yang bersekolah di salah satu sd swasta mi di kota bandung saya mau menanyakan regulasi apakah sekolah terutama guru masih diperbolehkan menjual buku non wajib yakni buku lks terlebih buku lks ini dijadikan oleh guru sbg nilai tambah dalam aspek penilaian akademik siswa mohon tanggapannya lokasi kejadian kota bandung bojongloa kaler kopo jalan kopo aduan ini menjadi kewenangan pemerintah kota bandung,MEDIUM
pengaduan dugaan pencemaran udara akibat aktivitas pembakaran di area permukiman kepada yth dinas lingkungan hidup kota bandung saya selaku warga melaporkan adanya dugaan pencemaran udara yang terjadi secara rutin di lingkungan permukiman padat penduduk tepatnya di lokasi area leuwi sari v leuwi sari vi gang al huda kronologi kejadian dalam beberapa tahun ini terdapat aktivitas pembakaran dari cerobong diduga milik pabrik home industry yang menghasilkan asap cukup tebal dan terjadi hampir setiap hari di pagi hari mulai dari jam pagi hingga siang hari asap tersebut menyebar ke area rumah warga menimbulkan bau asap yang tidak enak dihirup mengganggu kenyamanan dan aktivitas sehari hari berpotensi berdampak pada kesehatan warga terutama anak anak dan lansia kami selaku warga telah menyampaikan teguran melalui ketua rukun tetangga setempat namun hingga saat ini tidak terdapat perubahan atau tindak lanjut dari pihak terkait aktivitas pembakaran masih terus berlangsung dengan ini kami memohon kepada dinas lingkungan hidup untuk melakukan peninjauan dan pemeriksaan langsung ke lokasi memastikan apakah kegiatan tersebut telah memenuhi ketentuan lingkungan hidup dan standar emisi memberikan tindakan tegas apabila terbukti terjadi pelanggaran menghentikan aktivitas yang menimbulkan pencemaran dan merugikan warga kami berharap laporan ini dapat segera ditindaklanjuti demi menjaga kesehatan dan kenyamanan lingkungan tempat tinggal kami kami juga lampirkan google map potensi lokasi dan gambar cerobongnya atas perhatian dan tindak lanjutnya kami ucapkan,MEDIUM
reklame tidak bayar pajak mengganggu ketertiban umum dan belum berizin telah terjadi pelanggaran hukum dimana pelanggaran tersebut diduga melanggar undang undang nomor tahun tentang pajak daerah dan retribusi daerah peraturan daerah kota bandung nomor tahun tentang pajak daerah sebagaimana diubah dengan peraturan daerah kota bandung nomor tahun tentang perubahan atas peraturan daerah kota bandung nomor tahun tentang pajak daerah peraturan walikota bandung nomor tahun tentang kedudukan susunan organisasi tugas dan fungsi serta tata kerja badan pengelolaan pendapatan daerah kota bandung dengan ini saya melaporkan bahwa telah terbukti dan secara terang terangan pelanggaran yang dilakukan oleh pemilik klinik pratama razkiah derma aesthetic yang beralamat di jalan jend h amir machmud no sukaraja kec cicendo kota bandung jawa barat bahwasannya klinik tersebut memasang reklame jenis billboard yang belum membayar pajak dan juga belum memiliki ijin resmi dari dinas terkait sebagai warga kota bandung yang memiliki kepedulian akan keberlangsungan tata kelola pemerintahan kota yang baik saya sebagai warga merasa resah dan terganggu karena adanya aktivitas yang meresahkan dilokasi klinik tersebut mohon ditindak dengan tegas oleh aparat pemerintah kota bandung bukti bukti terlampir terimakasih,LOW
permohonan motor sampah triseda assalamualaikum saya sudah mengajukan sudah bulan tapi belum ada tanggapan sedangkan motor teiseda sudah tidak layak dan kali motor sampah triseda kebakaran di jalan raya kami selaku ketua rw kelurahan babakan penghulu memohon imgin menggantikan triseda lama dengan yang layak pakai kami mohon ke pada bapak walikota sekiranya bisa di tamggapai,MEDIUM
pengajuan pencabutan aset reklame saya sebagai pemilik lahan di jalan cihampelas no rukun tetangga rukun warga kelurahan cipaganti kecamatan coblong kota bandung mengajukan permohonan pembongkaran reklame billboard yang terpasang di lahan saya kontrak kerja sama pemasangan sudah habis per tanggal tanggal kontrak habis dan pemilik lahan tidak memperpanjang kontrak billboard tersebut kini mengganggu aktivitas dan harus segera dibongkar mohon tindak lanjut dari dinas terkait agar reklame dapat segera dicabut sesuai ketentuan,LOW
penertiban peningkatan keamanan lingkungan trotoar yang ter bpk ibu instansi pemerintah assalamualaikum wr wb izinkan saya menceritakan kronologi kejadian yang menimpa keluarga saya di bandung pada hari minggu tanggal agustus saya menerima kabar kondisi lingkungan dari rumah orang tua saya yang tinggal di jalan jend sudirman bandung yang sudah tidak aman dan tertib pada tanggal agustus anggota keluarga saya melihat di samping kiri depan rumah di atas trotoar tepatnya di samping dominos pizza sudirman suite apartment ada gerobak kaki lima yang sepertinya sudah ditinggal pemiliknya pada saat itu ditemukan berbagai sampah kotoran binatang sampai botol minuman keras lalu anggota keluarga saya berinisiatif untuk membersihkannya keesokan harinya terjadi perkelahian preman di depan dominos pizza tersebut beruntung kali ini kami bisa mendokumentasikannya hal tersebut adalah satu dari berbagai kejadian yang sering terjadi di lingkungan tersebut hanya saja tidak terdokumentasikan dengan baik kondisi tersebut sebetulnya mulai terjadi sejak bentuk trotoar di bandung itu berubah desainnya menjadi landai dan ketika itu dominos pizza baru buka cabang di apartemen sudirman tersebut hal yang menjadi masalah adalah munculnya preman parkir liar dan terjadi vandalisme pot tanaman trotoar milik pemda saya yakin pot tanaman tersebut yang menjadi korban oknum masyarakat yang tidak bertanggung jawab itu sebetulnya berfungsi untuk melindungi spot spot penting seperti tiang listrik gardu telfon dan lampu lalu lintas ketika pot tersebut dirusak sampai hilang berdampak pada terbukanya spot tersebut sehingga spot tersebut memancing oknum masyarakat untuk menyalah gunakannya tidak jauh dari lokasi tersebut ada sudirman ballroom yang kadang ketika ada event tertentu di tempat tersebut bisa memicu parkir liar di sepanjang tepi jalan sampai di depan dominos pizza apartemen sudirman pintu akses rumah orang tua saya sudah dipastikan terganggu pernah ketika ada anggota keluarga kami yang meninggal kami harus berurusan dengan preman parkir liar tersebut seolah mereka pihak penguasa setempat sedangkan keluarga kami yang sudah lama tinggal dan membayar pajak mereka tidak perduli berbagai usaha dan komunikasi di tingkat rukun tetangga rukun warga sudah dilakukan hanya saja belum ada dampak yang jelas mohon kiranya untuk bisa menjadi perhatian dan pembenahan oleh bapak ibu sekalian berikut dengan ini saya lampirkan juga foto dokumentasinya saya ucapkan terimakasih mohon maaf apabila ada kesalah ucap wassalam,HIGH
kondisi buruk saluran air drainase di jalan ibrahim adjie bandung saya ingin melaporkan kondisi saluran air drainase yang sangat buruk di sepanjang jalan ibrahim adjie mulai dari area samsat soekarno hatta hingga ke arah margasari kota bandung dimulai dari sekitar samsat soetta tenth avenue saluran air mulai tampak menyempit dan dangkal bahkan di seberang pintu masuk samping tenth avenue saluran air rata dengan permukaan jalan sehingga tidak berfungsi menampung air hujan dengan baik selain itu di beberapa titik saluran tertutup oleh pedagang dan kios yang berdiri di atas saluran air memperparah aliran air saat hujan akibatnya air sering menggenang di badan jalan dan berpotensi menyebabkan kerusakan jalan maupun banjir lokal tidak hanya itu terdapat juga beberapa tiang listrik dan internet yang berdiri menempel langsung pada jalur drainase menghambat potensi perbaikan atau normalisasi saat ini saya melihat bahwa program normalisasi drainase sangat gencar dilakukan di berbagai kota dan desa di jawa barat namun kenapa justru di kota bandung khususnya di area ini belum ada tindak lanjut atau perbaikan yang nyata saya berharap dinas pekerjaan umum dsdabm kota bandung dapat segera melakukan survei dan penanganan di lokasi tersebut agar tidak terjadi genangan dan memperbaiki sistem drainase yang sudah tidak berfungsi atas perhatian dan tindak lanjutnya,HIGH
pengajuan kk tidak selesai selesai pelayanannya pekerjaannya sangat buruk di note apk salaman katanya pengerjaan pembuatan kk baru hanya membutuhkan waktu hari tapi saya sudah mau minggu belom jadi juga tolong lebih diperbaiki pelayanan dan pekerjaannya terimakasih,LOW
