judul,isi_laporan,info,link,clean_text,judul_clean,final_text,label,low,med,high
LAPORAN WA KEPO SUMEDANG TERKAIT KESEJATERAAN SOSIAL MASYARAKAT DUSUN LEBAKKASO DESA CIKAHURIPAN,Asalamualaikum nama : maman/ RudiAlamat dsn ci jengkol sumedangUsia : 34 th HP : 081320952401Isi pengaduan :Abdi gaduh wargi nu linggih di kp lebakkaso rt 02 rw 03 desa ci Kahuripan Kec cimanggung kab sumedang bade klarifikasi masalah pemerintahan desa naha teu aya kabijakan dugi ka keluarga seolah di hare harekeun di segala bidang dugi ka situasi ayeuna termasuk bantuan rutilahu dugi ka rumahnya dk runtuh nu gaduh bumi dugi ka di ungsikeun ka putra na tos tilu tahun bari jeung eta nu gaduh bumi atas nami ibu ocih tos teu ningal ngagaduhan panyawat katarak atuh anu ka cicingan atas nami ibu iah ayeuna teu damang ngagaduhan panyawat batu empedu nembe beres di oprasi di RSUD hermina bandung nmbe beres,,https://www.lapor.go.id/laporan/detil/laporan-wa-kepo-sumedang-terkait-kesejateraan-sosial-masyarakat-dusun-lebakkaso-desa-cikahuripan-202603040951181772592678327,asalamualaikum nama maman rudialamat dsn ci jengkol sumedangusia th hp isi pengaduan abdi gaduh wargi nu linggih di kp lebakkaso rukun tetangga rukun warga desa ci kahuripan kec cimanggung kab sumedang bade klarifikasi masalah pemerintahan desa naha teu aya kabijakan dugi ka keluarga seolah di hare harekeun di segala bidang dugi ka situasi ayeuna termasuk bantuan rutilahu dugi ka rumahnya dk runtuh nu gaduh bumi dugi ka di ungsikeun ka putra na tos tilu tahun bari jeung eta nu gaduh bumi atas nami ibu ocih tos teu ningal ngagaduhan panyawat katarak atuh anu ka cicingan atas nami ibu iah ayeuna teu damang ngagaduhan panyawat batu empedu nembe beres di oprasi di rsud hermina bandung nmbe beres,laporan wa kepo sumedang terkait kesejateraan sosial masyarakat dusun lebakkaso desa cikahuripan,laporan wa kepo sumedang terkait kesejateraan sosial masyarakat dusun lebakkaso desa cikahuripan asalamualaikum nama maman rudialamat dsn ci jengkol sumedangusia th hp isi pengaduan abdi gaduh wargi nu linggih di kp lebakkaso rukun tetangga rukun warga desa ci kahuripan kec cimanggung kab sumedang bade klarifikasi masalah pemerintahan desa naha teu aya kabijakan dugi ka keluarga seolah di hare harekeun di segala bidang dugi ka situasi ayeuna termasuk bantuan rutilahu dugi ka rumahnya dk runtuh nu gaduh bumi dugi ka di ungsikeun ka putra na tos tilu tahun bari jeung eta nu gaduh bumi atas nami ibu ocih tos teu ningal ngagaduhan panyawat katarak atuh anu ka cicingan atas nami ibu iah ayeuna teu damang ngagaduhan panyawat batu empedu nembe beres di oprasi di rsud hermina bandung nmbe beres,LOW,,,
Rumpun bambu menimpa jalan,Telah terjadi rumpun bambu menimpa jalan provinsi subang - sumedang di dusun cikondang desa sukamaju pada hari kemarin akibat curah hujan yang tinggi,,https://www.lapor.go.id/laporan/detil/rumpun-bambu-menimpa-jalan-202601241142271769229747833,telah terjadi rumpun bambu menimpa jalan provinsi subang sumedang di dusun cikondang desa sukamaju pada hari kemarin akibat curah hujan yang tinggi,rumpun bambu menimpa jalan,rumpun bambu menimpa jalan telah terjadi rumpun bambu menimpa jalan provinsi subang sumedang di dusun cikondang desa sukamaju pada hari kemarin akibat curah hujan yang tinggi,MEDIUM,,,
longsor,"Terjadi longsor di wilayah dusun Rancakalong rt 03 rw 08 depan rumah Bpk. Nedi Herisetiawan. Pada hari kamis, 30 April 2026 sore hari.Tidak ada korban jiwa.",,https://www.lapor.go.id/laporan/detil/longsor-202605040839281777858769000,terjadi longsor di wilayah dusun rancakalong rukun tetangga rukun warga depan rumah bpk nedi herisetiawan pada hari kamis april sore hari tidak ada korban jiwa,longsor,longsor terjadi longsor di wilayah dusun rancakalong rukun tetangga rukun warga depan rumah bpk nedi herisetiawan pada hari kamis april sore hari tidak ada korban jiwa,HIGH,,,
"Tidak diterangkan diagnosa di awal sampai perawatan diakhir di Ruang NICU, tidak ada penjelasan diagnosa. Meminta penjelasan diagnosa dari awal sampai pasien dirujuk ke Ruang PICU.","Pasien masuk IGD tanggal 26 September 2025, pasien pecah ketuban dengan kehamilan 8 minggu, diberi obat agar tidak mulas-mulas pukul 04.30 masuk Ruang VK lahir normal lalu bayi masuk ruang melati. Tanggal 29 September 2025 pasien diijinkan pulang beserta bayinya oleh dokter. Pada tanggal yang sama 29 September 2029 pukul 19.00 pasien bayi dibawa ke IGD dengan keluhan bayi tidak mau menyusu dan tidak menangis. Tanggal 30 September 2025 pukul 09.00 pasien bayi dipindahkan ke Ruang NICU lalu pukul 17.30 dipindahkan ke Ruang PICU perawat mengabarkan kepada orang tua bayi. Orang tua bayi menanyakan hasil rontgen, perawat mengabarkan hasil rontgen belum keluar dan tidak ada penjelasan dari pihak Ruang PICU dan NICU. Bayi dinyatakan meninggal pada tanggal 30 September pukul 21.55. Pasien menbawa jenazah bayi tidak memakai ambulance memakai mobil pribadi.Pengaduan keluraga pasien :Menanyakan kenapa bayi saya dipulangkan pada hari senin 29 September 2025. ketika memang ada kendala pada hari yang sama dan saya tidak mendapat penjelasan ketika bayi saya meninggal pada hari selasa 30 September 2025, hasil rontgen pun tidak diketahui.",,https://www.lapor.go.id/laporan/detil/tidak-diterangkan-diagnosa-di-awal-sampai-perawatan-diakhir-di-ruang-nicu-tidak-ada-penjelasan-diagnosa-meminta-penjelasan-diagnosa-dari-awal-sampai-pasien-dirujuk-ke-ruang-picu--202601131012021768273922672,pasien masuk igd tanggal september pasien pecah ketuban dengan kehamilan minggu diberi obat agar tidak mulas mulas pukul masuk ruang vk lahir normal lalu bayi masuk ruang melati tanggal september pasien diijinkan pulang beserta bayinya oleh dokter pada tanggal yang sama september pukul pasien bayi dibawa ke igd dengan keluhan bayi tidak mau menyusu dan tidak menangis tanggal september pukul pasien bayi dipindahkan ke ruang nicu lalu pukul dipindahkan ke ruang picu perawat mengabarkan kepada orang tua bayi orang tua bayi menanyakan hasil rontgen perawat mengabarkan hasil rontgen belum keluar dan tidak ada penjelasan dari pihak ruang picu dan nicu bayi dinyatakan meninggal pada tanggal september pukul pasien menbawa jenazah bayi tidak memakai ambulance memakai mobil pribadi pengaduan keluraga pasien menanyakan kenapa bayi saya dipulangkan pada hari senin september ketika memang ada kendala pada hari yang sama dan saya tidak mendapat penjelasan ketika bayi saya meninggal pada hari selasa september hasil rontgen pun tidak diketahui,tidak diterangkan diagnosa di awal sampai perawatan diakhir di ruang nicu tidak ada penjelasan diagnosa meminta penjelasan diagnosa dari awal sampai pasien dirujuk ke ruang picu,tidak diterangkan diagnosa di awal sampai perawatan diakhir di ruang nicu tidak ada penjelasan diagnosa meminta penjelasan diagnosa dari awal sampai pasien dirujuk ke ruang picu pasien masuk igd tanggal september pasien pecah ketuban dengan kehamilan minggu diberi obat agar tidak mulas mulas pukul masuk ruang vk lahir normal lalu bayi masuk ruang melati tanggal september pasien diijinkan pulang beserta bayinya oleh dokter pada tanggal yang sama september pukul pasien bayi dibawa ke igd dengan keluhan bayi tidak mau menyusu dan tidak menangis tanggal september pukul pasien bayi dipindahkan ke ruang nicu lalu pukul dipindahkan ke ruang picu perawat mengabarkan kepada orang tua bayi orang tua bayi menanyakan hasil rontgen perawat mengabarkan hasil rontgen belum keluar dan tidak ada penjelasan dari pihak ruang picu dan nicu bayi dinyatakan meninggal pada tanggal september pukul pasien menbawa jenazah bayi tidak memakai ambulance memakai mobil pribadi pengaduan keluraga pasien menanyakan kenapa bayi saya dipulangkan pada hari senin september ketika memang ada kendala pada hari yang sama dan saya tidak mendapat penjelasan ketika bayi saya meninggal pada hari selasa september hasil rontgen pun tidak diketahui,HIGH,,,
Mekanisme pemberian bantuan benih ikan,Maaf kalau boleh tau untuk dapat bantuan benih ikan nila nirwana ini harus gimana ya?,,https://www.lapor.go.id/laporan/detil/mekanisme-pemberian-bantuan-benih-ikan-202601020932441767321164651,maaf kalau boleh tau untuk dapat bantuan benih ikan nila nirwana ini harus gimana ya,mekanisme pemberian bantuan benih ikan,mekanisme pemberian bantuan benih ikan maaf kalau boleh tau untuk dapat bantuan benih ikan nila nirwana ini harus gimana ya,LOW,,,
Informasi Layanan Kesehatan Hewan,Assalamu'alaikum mau tanya kalo untuk pengobatan anjing yang sakit gak mau makan kaya dehidrasi kena biaya berapa ya,,https://www.lapor.go.id/laporan/detil/informasi-layanan-kesehatan-hewan-202604061409151775459355663,assalamu alaikum mau tanya kalo untuk pengobatan anjing yang sakit gak mau makan kaya dehidrasi kena biaya berapa ya,informasi layanan kesehatan hewan,informasi layanan kesehatan hewan assalamu alaikum mau tanya kalo untuk pengobatan anjing yang sakit gak mau makan kaya dehidrasi kena biaya berapa ya,LOW,,,
Konsultasi Pencairan Honor Bagi Pegawai di Kecamatan,"Assalamualaikum selamat pagi saya mau menanyakan perihal honor sumedang selatan belum juga cair, waktu senin saya mengantarkan pengajuan ke satpam, tolong secepatnya proses.",,https://www.lapor.go.id/laporan/detil/konsultasi-pencairan-honor-bagi-pegawai-di-kecamatan-202601280842071769564527585,assalamualaikum selamat pagi saya mau menanyakan perihal honor sumedang selatan belum juga cair waktu senin saya mengantarkan pengajuan ke satpam tolong secepatnya proses,konsultasi pencairan honor bagi pegawai di kecamatan,konsultasi pencairan honor bagi pegawai di kecamatan assalamualaikum selamat pagi saya mau menanyakan perihal honor sumedang selatan belum juga cair waktu senin saya mengantarkan pengajuan ke satpam tolong secepatnya proses,LOW,,,
longsor,Telah terjadi longsor pad tanggal 29/03/26 malam hari menimpa rumah warga di dusun Legok Picung Ds. Pamekaran. Korban seorang lansia mengalami luka ringan.,,https://www.lapor.go.id/laporan/detil/longsor-202603300849431774835383424,telah terjadi longsor pad tanggal malam hari menimpa rumah warga di dusun legok picung ds pamekaran korban seorang lansia mengalami luka ringan,longsor,longsor telah terjadi longsor pad tanggal malam hari menimpa rumah warga di dusun legok picung ds pamekaran korban seorang lansia mengalami luka ringan,HIGH,,,
Saran untuk mendorong generasi muda agar masuk ke sektor pertanian,Penerapan bertahap Revolusi pertanian 4.0 yaituDigital farmingSmart livestockPrecision agricultureE-commerce agribisnisYang lebih cepat diadopsi oleh generasi muda.,,https://www.lapor.go.id/laporan/detil/saran-untuk-mendorong-generasi-muda-agar-masuk-ke-sektor-pertanian-202512312239241767195564280,penerapan bertahap revolusi pertanian yaitudigital farmingsmart livestockprecision agriculturee commerce agribisnisyang lebih cepat diadopsi oleh generasi muda,saran untuk mendorong generasi muda agar masuk ke sektor pertanian,saran untuk mendorong generasi muda agar masuk ke sektor pertanian penerapan bertahap revolusi pertanian yaitudigital farmingsmart livestockprecision agriculturee commerce agribisnisyang lebih cepat diadopsi oleh generasi muda,LOW,,,
Biaya Pelayanan Kesehatan Hewan,"Assalamualaikum maaf boleh nanya, klo biaya untuk steril kucing jantan brp ya?",,https://www.lapor.go.id/laporan/detil/biaya-pelayanan-kesehatan-hewan-202601020951441767322304417,assalamualaikum maaf boleh nanya klo biaya untuk steril kucing jantan brp ya,biaya pelayanan kesehatan hewan,biaya pelayanan kesehatan hewan assalamualaikum maaf boleh nanya klo biaya untuk steril kucing jantan brp ya,LOW,,,
lansia terlantar,Seorang tiktoker melaporkan ada lansia yang terlantar di pinggir jalan sekitar kecamatan rancakalong.,,https://www.lapor.go.id/laporan/detil/lansia-terlantar-202602090834421770600882358,seorang tiktoker melaporkan ada lansia yang terlantar di pinggir jalan sekitar kecamatan rancakalong,lansia terlantar,lansia terlantar seorang tiktoker melaporkan ada lansia yang terlantar di pinggir jalan sekitar kecamatan rancakalong,MEDIUM,,,
Pengajuan kelompok ternak,Mau pengajuan peternakan gimana caranya,,https://www.lapor.go.id/laporan/detil/pengajuan-kelompok-ternak-202604061128491775449729830,mau pengajuan peternakan gimana caranya,pengajuan kelompok ternak,pengajuan kelompok ternak mau pengajuan peternakan gimana caranya,LOW,,,
longsor,"Longsor menimpa halaman rumah Ibu Esih sekira pukul 24:00 pada hari senin 04/05/2026,Di Dusun Sindang RT 01/02 Desa Rancakalong.",,https://www.lapor.go.id/laporan/detil/longsor-202605050904371777946677214,longsor menimpa halaman rumah ibu esih sekira pukul pada hari senin di dusun sindang rukun tetangga desa rancakalong,longsor,longsor longsor menimpa halaman rumah ibu esih sekira pukul pada hari senin di dusun sindang rukun tetangga desa rancakalong,HIGH,,,
Koordinasi terkait Kepengurusan KDMP,"Koordinasi terkait Kepengurusan KDMP Ketua BPD Pasirbiru dengan Pa Sekcam ,pa kasi pemdes ,pa kasi Pemum dan Staf Pemdes",,https://www.lapor.go.id/laporan/detil/koordinasi-terkait-kepengurusan-kdmp-202602061109031770350943699,koordinasi terkait kepengurusan kdmp ketua bpd pasirbiru dengan bapak sekcam bapak kasi pemdes bapak kasi pemum dan staf pemdes,koordinasi terkait kepengurusan kdmp,koordinasi terkait kepengurusan kdmp koordinasi terkait kepengurusan kdmp ketua bpd pasirbiru dengan bapak sekcam bapak kasi pemdes bapak kasi pemum dan staf pemdes,LOW,,,
Rumah roboh,"Pada hari ini Minggu Tanggal 15 Februari 2026 pukul 13.00 wib bertempat di Dsn. Bakan jambe Rt 02/02 Ds. Cibungur Kec. Rancakalong, Kasi Trantibum Babinkamtibmas dan Babinsa Ds. Cibungurtelah mendatangi TKP terjadi Rumah Ukuran P: 7M, L:5 M, T:2,5M Roboh yang diakibatkan oleh belum diperbaiki akibat bencana lini dan kondisi rumah sudah rapuh, akibat kejadian tersebut menimpa penghuni rumah An. Bapa Sarma, 78th, Islam, Tani, Alamat Dsn. Bakan Jambe 02/02 Ds.Cibungur Kec. Rancakalong ( Luka ringan dan menjalani Rontgent ke RSU Sumedang)dan An.Rendi, 11 Th, pelajar, Alamat Dsn. Bakan jambe Rt 02/02 Ds. Cibungur Kec. Rancakalong ( mengalami luka ringan ).",,https://www.lapor.go.id/laporan/detil/rumah-roboh-202602180827501771378070459,pada hari ini minggu tanggal februari pukul wib bertempat di dsn bakan jambe rukun tetangga ds cibungur kec rancakalong kasi trantibum babinkamtibmas dan babinsa ds cibungurtelah mendatangi tkp terjadi rumah ukuran p m l m t m roboh yang diakibatkan oleh belum diperbaiki akibat bencana lini dan kondisi rumah sudah rapuh akibat kejadian tersebut menimpa penghuni rumah an bapa sarma th islam tani alamat dsn bakan jambe ds cibungur kec rancakalong luka ringan dan menjalani rontgent ke rsu sumedang dan an rendi th pelajar alamat dsn bakan jambe rukun tetangga ds cibungur kec rancakalong mengalami luka ringan,rumah roboh,rumah roboh pada hari ini minggu tanggal februari pukul wib bertempat di dsn bakan jambe rukun tetangga ds cibungur kec rancakalong kasi trantibum babinkamtibmas dan babinsa ds cibungurtelah mendatangi tkp terjadi rumah ukuran p m l m t m roboh yang diakibatkan oleh belum diperbaiki akibat bencana lini dan kondisi rumah sudah rapuh akibat kejadian tersebut menimpa penghuni rumah an bapa sarma th islam tani alamat dsn bakan jambe ds cibungur kec rancakalong luka ringan dan menjalani rontgent ke rsu sumedang dan an rendi th pelajar alamat dsn bakan jambe rukun tetangga ds cibungur kec rancakalong mengalami luka ringan,HIGH,,,
Pengaduan Pasien melalui Google Review dan WhatsApp Pengaduan Tgl 15 November 2025,"Nama Lengkap : Raka Eki Febrian Nomor Hp : 081214448325Pekerjaan : perawat Kelurahan/Desa : desa margamekar Kecamatan: Sumedang selatan Kabupaten/Kota : sumedangDetail pertanyaan lengkap :1.Pelayanan kinerja pekerja rumah sakit terhadap pasien2.Untuk ct scan kepala tanpa kontars apa memang harus di jadwalkan jam tertentu dan tidak bisa cito tindakan?3.Kenapa harus keluarga pasien yang meminta konsul ke dokter bukannya dokter jaga igd dan perawat yang menangani peratama kali saat pasien tiba di igd ? 4. Kenapa keluarga pasien yang meminta untuk operasi bukannya dokter atau perawat yanh konsul ke spesialistnya tentang keaadaan pasien ?55.Alasan di tolak icu karena penolakan tindakan operasi, tapi di lihat kondisi pasien dari hasil observasi emmang tidak bisa masuk icu? Syarat masuk icu emang harus apa operasi saja?66.Jangan selalu memyalahkan keliarga pasien karena minim pengetahuan tentang kesehatan tapi coba dari tutur kata untuk penyampaian harus bisa menjelaskan dengan enak.67.Jangan men judge kematian seseorang dari keadaan pasien tapi optimalkan tindakan yang ada68.Jangan suka memilah pasien karena bpjs nya dari pemerintah69.Tolong untuk pihak nakes anda bekerja dengan sumpah anda yang anda terima sebelum anda siap bekerjaTerimakasihSaya menegluh di sini supaya kedepannya tidak ada korban lagi yang di alami keluarga saya sekarang, percuma ada fasilitas pengaduan kalau hanya fasilitas dan tidak di gunakan.Pengaduan ada demi kepentingan rumah sakit dan pasien kedepannya.Terimakasih",,https://www.lapor.go.id/laporan/detil/pengaduan-pasien-melalui-google-review-dan-whatsapp-pengaduan-tgl-15-november-2025-202512220847341766368054121,nama lengkap raka eki febrian nomor hp pekerjaan perawat kelurahan desa desa margamekar kecamatan sumedang selatan kabupaten kota sumedangdetail pertanyaan lengkap pelayanan kinerja pekerja rumah sakit terhadap pasien untuk ct scan kepala tanpa kontars apa memang harus di jadwalkan jam tertentu dan tidak bisa cito tindakan kenapa harus keluarga pasien yang meminta konsul ke dokter bukannya dokter jaga igd dan perawat yang menangani peratama kali saat pasien tiba di igd kenapa keluarga pasien yang meminta untuk operasi bukannya dokter atau perawat yanh konsul ke spesialistnya tentang keaadaan pasien alasan di tolak icu karena penolakan tindakan operasi tapi di lihat kondisi pasien dari hasil observasi emmang tidak bisa masuk icu syarat masuk icu emang harus apa operasi saja jangan selalu memyalahkan keliarga pasien karena minim pengetahuan tentang kesehatan tapi coba dari tutur kata untuk penyampaian harus bisa menjelaskan dengan enak jangan men judge kematian seseorang dari keadaan pasien tapi optimalkan tindakan yang ada jangan suka memilah pasien karena bpjs nya dari pemerintah tolong untuk pihak nakes anda bekerja dengan sumpah anda yang anda terima sebelum anda siap bekerjaterimakasihsaya menegluh di sini supaya kedepannya tidak ada korban lagi yang di alami keluarga saya sekarang percuma ada fasilitas pengaduan kalau hanya fasilitas dan tidak di gunakan pengaduan ada demi kepentingan rumah sakit dan pasien kedepannya terimakasih,pengaduan pasien melalui google review dan whatsapp pengaduan tgl november,pengaduan pasien melalui google review dan whatsapp pengaduan tgl november nama lengkap raka eki febrian nomor hp pekerjaan perawat kelurahan desa desa margamekar kecamatan sumedang selatan kabupaten kota sumedangdetail pertanyaan lengkap pelayanan kinerja pekerja rumah sakit terhadap pasien untuk ct scan kepala tanpa kontars apa memang harus di jadwalkan jam tertentu dan tidak bisa cito tindakan kenapa harus keluarga pasien yang meminta konsul ke dokter bukannya dokter jaga igd dan perawat yang menangani peratama kali saat pasien tiba di igd kenapa keluarga pasien yang meminta untuk operasi bukannya dokter atau perawat yanh konsul ke spesialistnya tentang keaadaan pasien alasan di tolak icu karena penolakan tindakan operasi tapi di lihat kondisi pasien dari hasil observasi emmang tidak bisa masuk icu syarat masuk icu emang harus apa operasi saja jangan selalu memyalahkan keliarga pasien karena minim pengetahuan tentang kesehatan tapi coba dari tutur kata untuk penyampaian harus bisa menjelaskan dengan enak jangan men judge kematian seseorang dari keadaan pasien tapi optimalkan tindakan yang ada jangan suka memilah pasien karena bpjs nya dari pemerintah tolong untuk pihak nakes anda bekerja dengan sumpah anda yang anda terima sebelum anda siap bekerjaterimakasihsaya menegluh di sini supaya kedepannya tidak ada korban lagi yang di alami keluarga saya sekarang percuma ada fasilitas pengaduan kalau hanya fasilitas dan tidak di gunakan pengaduan ada demi kepentingan rumah sakit dan pasien kedepannya terimakasih,HIGH,,,
Permintaan Bantuan Korban Longvsor,Telah Terjadi Longsor di Dusun Gombong RT 002 RW 004 Desa Sukamukti Kecamtan Tanjungmedar,,https://www.lapor.go.id/laporan/detil/permintaan-bantuan-korban-longvsor-202601192018371768828717327,telah terjadi longsor di dusun gombong rukun tetangga rukun warga desa sukamukti kecamtan tanjungmedar,permintaan bantuan korban longvsor,permintaan bantuan korban longvsor telah terjadi longsor di dusun gombong rukun tetangga rukun warga desa sukamukti kecamtan tanjungmedar,HIGH,,,
Pembelian Bibit Ikan,Min minta info untuk mencari bibit ikan nila belanda sama gurame soang,,https://www.lapor.go.id/laporan/detil/pembelian-bibit-ikan-202601060902451767664965739,min minta info untuk mencari bibit ikan nila belanda sama gurame soang,pembelian bibit ikan,pembelian bibit ikan min minta info untuk mencari bibit ikan nila belanda sama gurame soang,LOW,,,
Obat pasien tertukar di Ruangan Anyelir,"Telah datang komplenan dari keluarga pasien tentang tertukar diagnosa/obat di ruang anyelir, pasien pulang pada hari senin kmrin tanggal 2 feb siang dengan identitas sebagai berikutPasien a.n Mumun alamat Cisarua (000140705) Perempuan tertukar dengan pasien a.n Yuyum Yumiati alamat link. Patung kotakaler (000140786) PerempuanLangsung datang ke ruangan perawat anyelir",,https://www.lapor.go.id/laporan/detil/obat-pasien-tertukar-di-ruangan-anyelir-202602101150331770699033176,telah datang komplenan dari keluarga pasien tentang tertukar diagnosa obat di ruang anyelir pasien pulang pada hari senin kmrin tanggal feb siang dengan identitas sebagai berikutpasien a n mumun alamat cisarua perempuan tertukar dengan pasien a n yuyum yumiati alamat link patung kotakaler perempuanlangsung datang ke ruangan perawat anyelir,obat pasien tertukar di ruangan anyelir,obat pasien tertukar di ruangan anyelir telah datang komplenan dari keluarga pasien tentang tertukar diagnosa obat di ruang anyelir pasien pulang pada hari senin kmrin tanggal feb siang dengan identitas sebagai berikutpasien a n mumun alamat cisarua perempuan tertukar dengan pasien a n yuyum yumiati alamat link patung kotakaler perempuanlangsung datang ke ruangan perawat anyelir,HIGH,,,
Permintaan Informasi Terkait Surat Keterangan untuk magang,"Assalamu'alaikum Bapak/IbuSaya mau memastikan untuk berkas administrasi seperti surat pengantar kampus dan CV, apakah perlu saya antarkan jauh-jauh hari sebelum mulai magang, atau bisa diserahkan pada saat hari pertama magang nanti?Takutnya ada proses yang harus dilakukan lebih awal, jadi saya ingin memastikan supaya tidak mengganggu alur administrasinya. Terima kasih, Pak/Bu",,https://www.lapor.go.id/laporan/detil/permintaan-informasi-terkait-surat-keterangan-untuk-magang-202512312244521767195892830,assalamu alaikum bapak ibusaya mau memastikan untuk berkas administrasi seperti surat pengantar kampus dan cv apakah perlu saya antarkan jauh jauh hari sebelum mulai magang atau bisa diserahkan pada saat hari pertama magang nanti takutnya ada proses yang harus dilakukan lebih awal jadi saya ingin memastikan supaya tidak mengganggu alur administrasinya bapak ibu,permintaan informasi terkait surat keterangan untuk magang,permintaan informasi terkait surat keterangan untuk magang assalamu alaikum bapak ibusaya mau memastikan untuk berkas administrasi seperti surat pengantar kampus dan cv apakah perlu saya antarkan jauh jauh hari sebelum mulai magang atau bisa diserahkan pada saat hari pertama magang nanti takutnya ada proses yang harus dilakukan lebih awal jadi saya ingin memastikan supaya tidak mengganggu alur administrasinya bapak ibu,LOW,,,
Informasi Benih Ikan,Tumaros sakedik BBI pada Suka Ngical Larva teu?,,https://www.lapor.go.id/laporan/detil/informasi-benih-ikan-202604061358241775458704240,tumaros sakedik bbi pada suka ngical larva teu,informasi benih ikan,informasi benih ikan tumaros sakedik bbi pada suka ngical larva teu,LOW,,,
Aduan Masyarakat Terkait Infrastruktur Permukiman,"Yth. dinas perumahan, kawasan permukiman, dan pertanahan (perkimtan) kabupaten sumedang

sehubungan dengan adanya laporan masyarakat terkait kondisi lapangan di perumahan ikopin, bersama ini kami sampaikan bahwa dinas pupr telah menerima pengaduan dimaksud.
https://www.instagram.com/reel/dsubhincwr-/?utm_source=ig_web_copy_link&igsh=mzrlodbinwflza==

berdasarkan hasil identifikasi awal, penanganan lapangan tersebut merupakan kewenangan dinas perumahan, kawasan permukiman, dan pertanahan (perkimtan). oleh karena itu, sesuai arahan pimpinan, kami perlu menyampaikan laporan ini secara langsung kepada instansi yang memiliki kewenangan agar dapat ditindaklanjuti sesuai ketentuan yang berlaku.

demikian laporan singkat ini kami sampaikan sebagai bahan koordinasi dan tindak lanjut. atas perhatian dan kerja samanya diucapkan terima kasih.","  KAMIS, 2026/01/29 |   PERMUKIMAN |   LAPORAN 7 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/aduan-masyarakat-terkait-infrastruktur-permukiman-202601291145441769661944143,yth dinas perumahan kawasan permukiman dan pertanahan perkimtan kabupaten sumedang sehubungan dengan adanya laporan masyarakat terkait kondisi lapangan di perumahan ikopin bersama ini kami sampaikan bahwa dinas pupr telah menerima pengaduan dimaksud berdasarkan hasil identifikasi awal penanganan lapangan tersebut merupakan kewenangan dinas perumahan kawasan permukiman dan pertanahan perkimtan oleh karena itu sesuai arahan pimpinan kami perlu menyampaikan laporan ini secara langsung kepada instansi yang memiliki kewenangan agar dapat ditindaklanjuti sesuai ketentuan yang berlaku demikian laporan singkat ini kami sampaikan sebagai bahan koordinasi dan tindak lanjut atas perhatian dan kerja samanya diucapkan,aduan masyarakat terkait infrastruktur permukiman,aduan masyarakat terkait infrastruktur permukiman yth dinas perumahan kawasan permukiman dan pertanahan perkimtan kabupaten sumedang sehubungan dengan adanya laporan masyarakat terkait kondisi lapangan di perumahan ikopin bersama ini kami sampaikan bahwa dinas pupr telah menerima pengaduan dimaksud berdasarkan hasil identifikasi awal penanganan lapangan tersebut merupakan kewenangan dinas perumahan kawasan permukiman dan pertanahan perkimtan oleh karena itu sesuai arahan pimpinan kami perlu menyampaikan laporan ini secara langsung kepada instansi yang memiliki kewenangan agar dapat ditindaklanjuti sesuai ketentuan yang berlaku demikian laporan singkat ini kami sampaikan sebagai bahan koordinasi dan tindak lanjut atas perhatian dan kerja samanya diucapkan,LOW,,,
